ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name	start_position	end_position	gene_biotype
ENSG00000162694	EXTL2	protein_coding	1	101337943	101361554	protein_coding
ENSG00000116544	DLGAP3	protein_coding	1	35331037	35395186	protein_coding
ENSG00000162695	SLC30A7	protein_coding	1	101361632	101447309	protein_coding
ENSG00000143627	PKLR	protein_coding	1	155259630	155271225	protein_coding
ENSG00000117543	DPH5	protein_coding	1	101455179	101491644	protein_coding
ENSG00000271741	""	protein_coding	1	35447134	35497342	protein_coding
ENSG00000243749	ZMYM6NB	protein_coding	1	35447136	35450954	protein_coding
ENSG00000177674	AGTRAP	protein_coding	1	11796141	11814859	protein_coding
ENSG00000269175	""	protein_coding	1	101455761	101457653	protein_coding
ENSG00000170989	S1PR1	protein_coding	1	101702444	101707074	protein_coding
ENSG00000163867	ZMYM6	protein_coding	1	35449523	35497569	protein_coding
ENSG00000160752	FDPS	protein_coding	1	155278539	155290457	protein_coding
ENSG00000118733	OLFM3	protein_coding	1	102268130	102462586	protein_coding
ENSG00000215910	C1orf167	protein_coding	1	11821844	11849642	protein_coding
ENSG00000177000	MTHFR	protein_coding	1	11845780	11866977	protein_coding
ENSG00000197056	ZMYM1	protein_coding	1	35525387	35581460	protein_coding
ENSG00000160753	RUSC1	protein_coding	1	155290687	155300905	protein_coding
ENSG00000060718	COL11A1	protein_coding	1	103342023	103574052	protein_coding
ENSG00000116560	SFPQ	protein_coding	1	35641979	35658749	protein_coding
ENSG00000011021	CLCN6	protein_coding	1	11866207	11903201	protein_coding
ENSG00000146463	ZMYM4	protein_coding	1	35734568	35887659	protein_coding
ENSG00000116539	ASH1L	protein_coding	1	155305059	155532598	protein_coding
ENSG00000185946	RNPC3	protein_coding	1	104068313	104097861	protein_coding
ENSG00000175206	NPPA	protein_coding	1	11905766	11908402	protein_coding
ENSG00000120937	NPPB	protein_coding	1	11917521	11918988	protein_coding
ENSG00000116685	KIAA2013	protein_coding	1	11979648	11986485	protein_coding
ENSG00000240038	AMY2B	protein_coding	1	104096437	104122156	protein_coding
ENSG00000243480	AMY2A	protein_coding	1	104159999	104168402	protein_coding
ENSG00000083444	PLOD1	protein_coding	1	11994262	12035595	protein_coding
ENSG00000237763	AMY1A	protein_coding	1	104197912	104207173	protein_coding
ENSG00000125459	MSTO1	protein_coding	1	155579979	155718153	protein_coding
ENSG00000174876	AMY1B	protein_coding	1	104230037	104239302	protein_coding
ENSG00000187733	AMY1C	protein_coding	1	104293028	104301312	protein_coding
ENSG00000198890	PRMT6	protein_coding	1	107599267	107601916	protein_coding
ENSG00000142687	KIAA0319L	protein_coding	1	35899091	36023551	protein_coding
ENSG00000162631	NTNG1	protein_coding	1	107682629	108026080	protein_coding
ENSG00000116688	MFN2	protein_coding	1	12040238	12073571	protein_coding
ENSG00000134215	VAV3	protein_coding	1	108113782	108507766	protein_coding
ENSG00000020129	NCDN	protein_coding	1	36023074	36032875	protein_coding
ENSG00000116691	MIIP	protein_coding	1	12079523	12092102	protein_coding
ENSG00000085491	SLC25A24	protein_coding	1	108676658	108743471	protein_coding
ENSG00000120949	TNFRSF8	protein_coding	1	12123434	12204264	protein_coding
ENSG00000196427	NBPF4	protein_coding	1	108765963	108786689	protein_coding
ENSG00000186086	NBPF6	protein_coding	1	108918421	109013624	protein_coding
ENSG00000116819	TFAP2E	protein_coding	1	36038971	36060929	protein_coding
ENSG00000126067	PSMB2	protein_coding	1	36067185	36107445	protein_coding
ENSG00000028137	TNFRSF1B	protein_coding	1	12227060	12269285	protein_coding
ENSG00000142686	C1orf216	protein_coding	1	36179476	36185073	protein_coding
ENSG00000162636	FAM102B	protein_coding	1	109102711	109187522	protein_coding
ENSG00000162639	HENMT1	protein_coding	1	109190912	109204148	protein_coding
ENSG00000092853	CLSPN	protein_coding	1	36185819	36235568	protein_coding
ENSG00000163374	YY1AP1	protein_coding	1	155629237	155658791	protein_coding
ENSG00000134186	PRPF38B	protein_coding	1	109234945	109244425	protein_coding
ENSG00000143107	FNDC7	protein_coding	1	109255279	109285365	protein_coding
ENSG00000048707	VPS13D	protein_coding	1	12290124	12572099	protein_coding
ENSG00000116266	STXBP3	protein_coding	1	109289296	109352148	protein_coding
ENSG00000134698	AGO4	protein_coding	1	36273773	36323491	protein_coding
ENSG00000092847	AGO1	protein_coding	1	36335409	36395211	protein_coding
ENSG00000162641	AKNAD1	protein_coding	1	109358520	109506106	protein_coding
ENSG00000121957	GPSM2	protein_coding	1	109417972	109477167	protein_coding
ENSG00000132676	DAP3	protein_coding	1	155657751	155708801	protein_coding
ENSG00000126070	AGO3	protein_coding	1	36396319	36538101	protein_coding
ENSG00000121940	CLCC1	protein_coding	1	109472130	109506111	protein_coding
ENSG00000162496	DHRS3	protein_coding	1	12627939	12677737	protein_coding
ENSG00000204518	AADACL4	protein_coding	1	12704566	12727097	protein_coding
ENSG00000188984	AADACL3	protein_coding	1	12776118	12788726	protein_coding
ENSG00000157330	C1orf158	protein_coding	1	12806163	12823847	protein_coding
ENSG00000092850	TEKT2	protein_coding	1	36549676	36553876	protein_coding
ENSG00000085433	WDR47	protein_coding	1	109512836	109584850	protein_coding
ENSG00000116863	ADPRHL2	protein_coding	1	36554476	36559533	protein_coding
ENSG00000171812	COL8A2	protein_coding	1	36560837	36590821	protein_coding
ENSG00000054116	TRAPPC3	protein_coding	1	36602173	36615098	protein_coding
ENSG00000197780	TAF13	protein_coding	1	109605108	109618624	protein_coding
ENSG00000116726	PRAMEF12	protein_coding	1	12834984	12838049	protein_coding
ENSG00000215717	TMEM167B	protein_coding	1	109632425	109639556	protein_coding
ENSG00000116721	PRAMEF1	protein_coding	1	12851546	12856777	protein_coding
ENSG00000204513	PRAMEF11	protein_coding	1	12884468	12891264	protein_coding
ENSG00000179172	HNRNPCL1	protein_coding	1	12907261	12908578	protein_coding
ENSG00000179902	C1orf194	protein_coding	1	109648573	109656479	protein_coding
ENSG00000120952	PRAMEF2	protein_coding	1	12916941	12921764	protein_coding
ENSG00000243073	PRAMEF4	protein_coding	1	12939045	12946025	protein_coding
ENSG00000187545	PRAMEF10	protein_coding	1	12952727	12958101	protein_coding
ENSG00000204510	PRAMEF7	protein_coding	1	12976450	12980569	protein_coding
ENSG00000116871	MAP7D1	protein_coding	1	36621180	36646450	protein_coding
ENSG00000232423	PRAMEF6	protein_coding	1	12998181	13117751	protein_coding
ENSG00000116299	KIAA1324	protein_coding	1	109656301	109749401	protein_coding
ENSG00000204508	PRAMEF22	protein_coding	1	13035543	13038381	protein_coding
ENSG00000239810	""	protein_coding	1	13052394	13052998	protein_coding
ENSG00000229571	PRAMEF26	protein_coding	1	13216356	13219581	protein_coding
ENSG00000204503	PRAMEF3	protein_coding	1	13328196	13331692	protein_coding
ENSG00000204502	PRAMEF5	protein_coding	1	13359819	13369057	protein_coding
ENSG00000116580	GON4L	protein_coding	1	155719508	155829191	protein_coding
ENSG00000182330	PRAMEF8	protein_coding	1	13386646	13390765	protein_coding
ENSG00000204501	PRAMEF9	protein_coding	1	13421176	13428191	protein_coding
ENSG00000204495	PRAMEF13	protein_coding	1	13447414	13452656	protein_coding
ENSG00000204491	PRAMEF18	protein_coding	1	13474689	13477522	protein_coding
ENSG00000204488	PRAMEF16	protein_coding	1	13495254	13498260	protein_coding
ENSG00000031698	SARS	protein_coding	1	109756540	109780791	protein_coding
ENSG00000143126	CELSR2	protein_coding	1	109792641	109818372	protein_coding
ENSG00000204486	PRAMEF21	protein_coding	1	13516066	13526943	protein_coding
ENSG00000157358	PRAMEF15	protein_coding	1	13641973	13648988	protein_coding
ENSG00000204481	PRAMEF14	protein_coding	1	13668269	13673511	protein_coding
ENSG00000132718	SYT11	protein_coding	1	155829300	155854990	protein_coding
ENSG00000204480	PRAMEF19	protein_coding	1	13694889	13698405	protein_coding
ENSG00000204479	PRAMEF17	protein_coding	1	13716092	13719089	protein_coding
ENSG00000054118	THRAP3	protein_coding	1	36690017	36770958	protein_coding
ENSG00000204478	PRAMEF20	protein_coding	1	13736907	13747803	protein_coding
ENSG00000162494	LRRC38	protein_coding	1	13801445	13840543	protein_coding
ENSG00000143622	RIT1	protein_coding	1	155867599	155881195	protein_coding
ENSG00000162493	PDPN	protein_coding	1	13909960	13944452	protein_coding
ENSG00000214193	SH3D21	protein_coding	1	36771988	36790484	protein_coding
ENSG00000134222	PSRC1	protein_coding	1	109822178	109825808	protein_coding
ENSG00000142694	EVA1B	protein_coding	1	36787632	36789755	protein_coding
ENSG00000116883	""	protein_coding	1	36789335	36794822	protein_coding
ENSG00000196182	STK40	protein_coding	1	36805225	36851497	protein_coding
ENSG00000221986	MYBPHL	protein_coding	1	109834987	109849663	protein_coding
ENSG00000116731	PRDM2	protein_coding	1	14026693	14151574	protein_coding
ENSG00000132680	KIAA0907	protein_coding	1	155882834	155904191	protein_coding
ENSG00000134243	SORT1	protein_coding	1	109852192	109940573	protein_coding
ENSG00000173080	RXFP4	protein_coding	1	155911480	155912625	protein_coding
ENSG00000181817	LSM10	protein_coding	1	36856839	36863493	protein_coding
ENSG00000143106	PSMA5	protein_coding	1	109941653	109969062	protein_coding
ENSG00000116885	OSCP1	protein_coding	1	36881428	36916086	protein_coding
ENSG00000143028	SYPL2	protein_coding	1	110009180	110024759	protein_coding
ENSG00000162650	ATXN7L2	protein_coding	1	110026101	110035426	protein_coding
ENSG00000174151	CYB561D1	protein_coding	1	110036674	110045554	protein_coding
ENSG00000181754	AMIGO1	protein_coding	1	110046797	110052360	protein_coding
ENSG00000156097	GPR61	protein_coding	1	110082494	110091028	protein_coding
ENSG00000116898	MRPS15	protein_coding	1	36921319	36930038	protein_coding
ENSG00000065135	GNAI3	protein_coding	1	110091233	110136975	protein_coding
ENSG00000134183	GNAT2	protein_coding	1	110145889	110155679	protein_coding
ENSG00000116584	ARHGEF2	protein_coding	1	155916630	155976861	protein_coding
ENSG00000119535	CSF3R	protein_coding	1	36931644	36948879	protein_coding
ENSG00000189337	KAZN	protein_coding	1	14925200	15444539	protein_coding
ENSG00000171729	TMEM51	protein_coding	1	15479028	15546976	protein_coding
ENSG00000204464	C1orf195	protein_coding	1	15490840	15497813	protein_coding
ENSG00000116337	AMPD2	protein_coding	1	110158726	110174673	protein_coding
ENSG00000163873	GRIK3	protein_coding	1	37261128	37499730	protein_coding
ENSG00000168765	GSTM4	protein_coding	1	110198703	110208118	protein_coding
ENSG00000142621	FHAD1	protein_coding	1	15573768	15726779	protein_coding
ENSG00000163479	SSR2	protein_coding	1	155978839	155990750	protein_coding
ENSG00000213366	GSTM2	protein_coding	1	110210644	110252171	protein_coding
ENSG00000163874	ZC3H12A	protein_coding	1	37940153	37949980	protein_coding
ENSG00000160803	UBQLN4	protein_coding	1	156005092	156023585	protein_coding
ENSG00000142634	EFHD2	protein_coding	1	15736391	15756839	protein_coding
ENSG00000163875	MEAF6	protein_coding	1	37958176	37980375	protein_coding
ENSG00000134184	GSTM1	protein_coding	1	110230436	110251661	protein_coding
ENSG00000163877	SNIP1	protein_coding	1	38000050	38019903	protein_coding
ENSG00000162438	CTRC	protein_coding	1	15764935	15775737	protein_coding
ENSG00000134201	GSTM5	protein_coding	1	110254864	110318050	protein_coding
ENSG00000116586	LAMTOR2	protein_coding	1	156024543	156028301	protein_coding
ENSG00000163879	DNALI1	protein_coding	1	38022520	38032458	protein_coding
ENSG00000134202	GSTM3	protein_coding	1	110276554	110284384	protein_coding
ENSG00000132698	RAB25	protein_coding	1	156030951	156040295	protein_coding
ENSG00000254726	MEX3A	protein_coding	1	156041804	156051789	protein_coding
ENSG00000198758	EPS8L3	protein_coding	1	110292702	110306649	protein_coding
ENSG00000134697	GNL2	protein_coding	1	38032417	38061536	protein_coding
ENSG00000169218	RSPO1	protein_coding	1	38076951	38100595	protein_coding
ENSG00000184371	CSF1	protein_coding	1	110452864	110473614	protein_coding
ENSG00000116922	C1orf109	protein_coding	1	38147242	38157914	protein_coding
ENSG00000168710	AHCYL1	protein_coding	1	110527308	110566357	protein_coding
ENSG00000143093	STRIP1	protein_coding	1	110574199	110617263	protein_coding
ENSG00000160789	LMNA	protein_coding	1	156052364	156109880	protein_coding
ENSG00000142615	CELA2A	protein_coding	1	15783223	15798586	protein_coding
ENSG00000215704	CELA2B	protein_coding	1	15792404	15817895	protein_coding
ENSG00000156150	ALX3	protein_coding	1	110602616	110613322	protein_coding
ENSG00000186150	UBL4B	protein_coding	1	110655062	110656569	protein_coding
ENSG00000134690	CDCA8	protein_coding	1	38158090	38175391	protein_coding
ENSG00000197106	SLC6A17	protein_coding	1	110693108	110744824	protein_coding
ENSG00000132906	CASP9	protein_coding	1	15817327	15853029	protein_coding
ENSG00000116396	KCNC4	protein_coding	1	110753965	110825722	protein_coding
ENSG00000183317	EPHA10	protein_coding	1	38179552	38230805	protein_coding
ENSG00000162775	RBM15	protein_coding	1	110881128	110889299	protein_coding
ENSG00000185090	MANEAL	protein_coding	1	38259474	38266809	protein_coding
ENSG00000116138	DNAJC16	protein_coding	1	15853308	15918874	protein_coding
ENSG00000116771	AGMAT	protein_coding	1	15898848	15911605	protein_coding
ENSG00000197312	DDI2	protein_coding	1	15943995	15995539	protein_coding
ENSG00000168679	SLC16A4	protein_coding	1	110905470	110933704	protein_coding
ENSG00000215695	RSC1A1	protein_coding	1	15986364	15988217	protein_coding
ENSG00000134248	LAMTOR5	protein_coding	1	110943871	110950564	protein_coding
ENSG00000143125	PROK1	protein_coding	1	110993822	110999976	protein_coding
ENSG00000143105	KCNA10	protein_coding	1	111059839	111061797	protein_coding
ENSG00000116786	PLEKHM2	protein_coding	1	16010827	16061264	protein_coding
ENSG00000177301	KCNA2	protein_coding	1	111136202	111174096	protein_coding
ENSG00000177272	KCNA3	protein_coding	1	111214310	111217655	protein_coding
ENSG00000143119	CD53	protein_coding	1	111415775	111442550	protein_coding
ENSG00000196189	SEMA4A	protein_coding	1	156117157	156147543	protein_coding
ENSG00000196449	YRDC	protein_coding	1	38268616	38273857	protein_coding
ENSG00000121931	LRIF1	protein_coding	1	111489807	111506701	protein_coding
ENSG00000197982	C1orf122	protein_coding	1	38272651	38275126	protein_coding
ENSG00000188786	MTF1	protein_coding	1	38275239	38325292	protein_coding
ENSG00000230610	""	protein_coding	1	38292232	38293886	protein_coding
ENSG00000156171	DRAM2	protein_coding	1	111659955	111682838	protein_coding
ENSG00000204084	INPP5B	protein_coding	1	38326369	38412729	protein_coding
ENSG00000134255	CEPT1	protein_coding	1	111682249	111727724	protein_coding
ENSG00000160785	SLC25A44	protein_coding	1	156163880	156182587	protein_coding
ENSG00000162461	SLC25A34	protein_coding	1	16062900	16067891	protein_coding
ENSG00000162460	TMEM82	protein_coding	1	16068917	16074477	protein_coding
ENSG00000260238	PMF1-BGLAP	protein_coding	1	156182773	156213123	protein_coding
ENSG00000162458	FBLIM1	protein_coding	1	16083102	16113089	protein_coding
ENSG00000183431	SF3A3	protein_coding	1	38422647	38456593	protein_coding
ENSG00000162777	DENND2D	protein_coding	1	111729796	111747157	protein_coding
ENSG00000065526	SPEN	protein_coding	1	16174359	16266955	protein_coding
ENSG00000160783	PMF1	protein_coding	1	156182784	156212874	protein_coding
ENSG00000064886	CHI3L2	protein_coding	1	111743393	111786062	protein_coding
ENSG00000183386	FHL3	protein_coding	1	38462442	38471278	protein_coding
ENSG00000242252	BGLAP	protein_coding	1	156211753	156213112	protein_coding
ENSG00000183520	UTP11L	protein_coding	1	38474930	38490496	protein_coding
ENSG00000116809	ZBTB17	protein_coding	1	16268364	16302627	protein_coding
ENSG00000185668	POU3F1	protein_coding	1	38509523	38512450	protein_coding
ENSG00000116954	RRAGC	protein_coding	1	39303870	39325495	protein_coding
ENSG00000183888	C1orf64	protein_coding	1	16330731	16335302	protein_coding
ENSG00000134216	CHIA	protein_coding	1	111833484	111863188	protein_coding
ENSG00000173641	HSPB7	protein_coding	1	16340523	16346089	protein_coding
ENSG00000214114	MYCBP	protein_coding	1	39328636	39347289	protein_coding
ENSG00000173947	PIFO	protein_coding	1	111888910	111895635	protein_coding
ENSG00000160781	PAQR6	protein_coding	1	156213206	156217881	protein_coding
ENSG00000131233	GJA9	protein_coding	1	39330175	39347289	protein_coding
ENSG00000085465	OVGP1	protein_coding	1	111956936	111970399	protein_coding
ENSG00000158315	RHBDL2	protein_coding	1	39351479	39407471	protein_coding
ENSG00000174574	AKIRIN1	protein_coding	1	39456895	39471731	protein_coding
ENSG00000186510	CLCNKA	protein_coding	1	16345370	16360545	protein_coding
ENSG00000116455	WDR77	protein_coding	1	111982512	111991998	protein_coding
ENSG00000198952	SMG5	protein_coding	1	156219015	156252620	protein_coding
ENSG00000116459	ATP5F1	protein_coding	1	111991486	112005395	protein_coding
ENSG00000168653	NDUFS5	protein_coding	1	39491990	39500308	protein_coding
ENSG00000143110	C1orf162	protein_coding	1	112016414	112021134	protein_coding
ENSG00000184908	CLCNKB	protein_coding	1	16370272	16383803	protein_coding
ENSG00000121933	ADORA3	protein_coding	1	112025970	112106584	protein_coding
ENSG00000163472	TMEM79	protein_coding	1	156252726	156262976	protein_coding
ENSG00000185519	FAM131C	protein_coding	1	16384264	16400127	protein_coding
ENSG00000116473	RAP1A	protein_coding	1	112084840	112259313	protein_coding
ENSG00000142627	EPHA2	protein_coding	1	16450832	16482582	protein_coding
ENSG00000197852	FAM212B	protein_coding	1	112223252	112298446	protein_coding
ENSG00000198715	C1orf85	protein_coding	1	156259880	156265463	protein_coding
ENSG00000064703	DDX20	protein_coding	1	112297867	112310638	protein_coding
ENSG00000171385	KCND3	protein_coding	1	112313284	112531777	protein_coding
ENSG00000189030	VHLL	protein_coding	1	156268415	156269428	protein_coding
ENSG00000142632	ARHGEF19	protein_coding	1	16524349	16539104	protein_coding
ENSG00000143079	CTTNBP2NL	protein_coding	1	112938803	113006078	protein_coding
ENSG00000204377	C1orf134	protein_coding	1	16555368	16556038	protein_coding
ENSG00000132881	RSG1	protein_coding	1	16558195	16563657	protein_coding
ENSG00000037637	FBXO42	protein_coding	1	16573334	16678949	protein_coding
ENSG00000134245	WNT2B	protein_coding	1	113009163	113072787	protein_coding
ENSG00000055070	SZRD1	protein_coding	1	16679070	16724640	protein_coding
ENSG00000187144	SPATA21	protein_coding	1	16713612	16763919	protein_coding
ENSG00000157191	NECAP2	protein_coding	1	16767167	16786573	protein_coding
ENSG00000268674	FAM231B	protein_coding	1	16865561	16866070	protein_coding
ENSG00000219481	NBPF1	protein_coding	1	16888814	16940057	protein_coding
ENSG00000163468	CCT3	protein_coding	1	156278759	156337664	protein_coding
ENSG00000127603	MACF1	protein_coding	1	39546988	39952849	protein_coding
ENSG00000007341	ST7L	protein_coding	1	113066140	113163447	protein_coding
ENSG00000163467	TSACC	protein_coding	1	156307105	156316786	protein_coding
ENSG00000116489	CAPZA1	protein_coding	1	113161795	113214241	protein_coding
ENSG00000237847	FAM231A	protein_coding	1	16999498	17000007	protein_coding
ENSG00000268991	FAM231C	protein_coding	1	17060447	17060956	protein_coding
ENSG00000155363	MOV10	protein_coding	1	113215763	113243368	protein_coding
ENSG00000058453	CROCC	protein_coding	1	17066768	17299474	protein_coding
ENSG00000132677	RHBG	protein_coding	1	156339003	156355011	protein_coding
ENSG00000117122	MFAP2	protein_coding	1	17300997	17307330	protein_coding
ENSG00000255103	KIAA0754	protein_coding	1	39876151	39882154	protein_coding
ENSG00000183682	BMP8A	protein_coding	1	39957318	39991607	protein_coding
ENSG00000159363	ATP13A2	protein_coding	1	17312453	17338423	protein_coding
ENSG00000155366	RHOC	protein_coding	1	113243728	113250056	protein_coding
ENSG00000125462	C1orf61	protein_coding	1	156374042	156400493	protein_coding
ENSG00000090621	PABPC4	protein_coding	1	40026488	40042462	protein_coding
ENSG00000271810	""	protein_coding	1	113245236	113254055	protein_coding
ENSG00000155367	PPM1J	protein_coding	1	113252616	113258099	protein_coding
ENSG00000184599	FAM19A3	protein_coding	1	113263041	113269857	protein_coding
ENSG00000117118	SDHB	protein_coding	1	17345217	17380665	protein_coding
ENSG00000163909	HEYL	protein_coding	1	40089825	40105617	protein_coding
ENSG00000117115	PADI2	protein_coding	1	17393256	17445948	protein_coding
ENSG00000155380	SLC16A1	protein_coding	1	113454469	113499635	protein_coding
ENSG00000198799	LRIG2	protein_coding	1	113615831	113674882	protein_coding
ENSG00000116981	NT5C1A	protein_coding	1	40124793	40137710	protein_coding
ENSG00000116604	MEF2D	protein_coding	1	156433519	156470620	protein_coding
ENSG00000116983	HPCAL4	protein_coding	1	40144320	40157361	protein_coding
ENSG00000142623	PADI1	protein_coding	1	17531621	17572500	protein_coding
ENSG00000142619	PADI3	protein_coding	1	17575593	17610728	protein_coding
ENSG00000084072	PPIE	protein_coding	1	40157854	40229586	protein_coding
ENSG00000159339	PADI4	protein_coding	1	17634690	17690499	protein_coding
ENSG00000081026	MAGI3	protein_coding	1	113933371	114228545	protein_coding
ENSG00000116985	BMP8B	protein_coding	1	40222854	40254533	protein_coding
ENSG00000198754	OXCT2	protein_coding	1	40235195	40237020	protein_coding
ENSG00000183856	IQGAP3	protein_coding	1	156495197	156542396	protein_coding
ENSG00000269468	""	protein_coding	1	17655507	17676070	protein_coding
ENSG00000179051	RCC2	protein_coding	1	17733256	17766220	protein_coding
ENSG00000043514	TRIT1	protein_coding	1	40306723	40349183	protein_coding
ENSG00000116793	PHTF1	protein_coding	1	114239453	114302111	protein_coding
ENSG00000187862	TTC24	protein_coding	1	156549519	156556562	protein_coding
ENSG00000081019	RSBN1	protein_coding	1	114304454	114355098	protein_coding
ENSG00000074964	ARHGEF10L	protein_coding	1	17866330	18024369	protein_coding
ENSG00000163382	APOA1BP	protein_coding	1	156561554	156564091	protein_coding
ENSG00000116990	MYCL	protein_coding	1	40361098	40367928	protein_coding
ENSG00000134242	PTPN22	protein_coding	1	114356433	114414381	protein_coding
ENSG00000160818	GPATCH4	protein_coding	1	156564279	156571288	protein_coding
ENSG00000168389	MFSD2A	protein_coding	1	40420802	40435638	protein_coding
ENSG00000188761	BCL2L15	protein_coding	1	114420790	114430169	protein_coding
ENSG00000117148	ACTL8	protein_coding	1	18081808	18153558	protein_coding
ENSG00000117154	IGSF21	protein_coding	1	18434240	18704977	protein_coding
ENSG00000179023	KLHDC7A	protein_coding	1	18807424	18812478	protein_coding
ENSG00000132702	HAPLN2	protein_coding	1	156589086	156595517	protein_coding
ENSG00000009709	PAX7	protein_coding	1	18957500	19075360	protein_coding
ENSG00000179002	TAS1R2	protein_coding	1	19166093	19186176	protein_coding
ENSG00000134262	AP4B1	protein_coding	1	114437370	114447823	protein_coding
ENSG00000255275	""	protein_coding	1	19175767	19247615	protein_coding
ENSG00000159423	ALDH4A1	protein_coding	1	19197926	19229275	protein_coding
ENSG00000118655	DCLRE1B	protein_coding	1	114447763	114456708	protein_coding
ENSG00000132692	BCAN	protein_coding	1	156611182	156629324	protein_coding
ENSG00000169991	IFFO2	protein_coding	1	19230775	19283180	protein_coding
ENSG00000132688	NES	protein_coding	1	156638555	156647189	protein_coding
ENSG00000143320	CRABP2	protein_coding	1	156669398	156675608	protein_coding
ENSG00000143319	ISG20L2	protein_coding	1	156691683	156698591	protein_coding
ENSG00000163349	HIPK1	protein_coding	1	114471814	114520426	protein_coding
ENSG00000143303	RRNAD1	protein_coding	1	156698234	156706752	protein_coding
ENSG00000116774	OLFML3	protein_coding	1	114522063	114524876	protein_coding
ENSG00000143314	MRPL24	protein_coding	1	156707095	156711382	protein_coding
ENSG00000134207	SYT6	protein_coding	1	114631913	114696541	protein_coding
ENSG00000143321	HDGF	protein_coding	1	156711899	156736717	protein_coding
ENSG00000197323	TRIM33	protein_coding	1	114935399	115053781	protein_coding
ENSG00000116752	BCAS2	protein_coding	1	115110178	115124260	protein_coding
ENSG00000143294	PRCC	protein_coding	1	156720402	156770607	protein_coding
ENSG00000127481	UBR4	protein_coding	1	19401000	19536770	protein_coding
ENSG00000175984	DENND2C	protein_coding	1	115125469	115213043	protein_coding
ENSG00000116748	AMPD1	protein_coding	1	115215719	115238239	protein_coding
ENSG00000027869	SH2D2A	protein_coding	1	156776035	156786654	protein_coding
ENSG00000213281	NRAS	protein_coding	1	115247090	115259515	protein_coding
ENSG00000009307	CSDE1	protein_coding	1	115259534	115301297	protein_coding
ENSG00000198400	NTRK1	protein_coding	1	156785432	156851642	protein_coding
ENSG00000052723	SIKE1	protein_coding	1	115312100	115323306	protein_coding
ENSG00000027644	INSRR	protein_coding	1	156809855	156828810	protein_coding
ENSG00000198765	SYCP1	protein_coding	1	115397424	115537991	protein_coding
ENSG00000187800	PEAR1	protein_coding	1	156863490	156886226	protein_coding
ENSG00000127463	EMC1	protein_coding	1	19542158	19578046	protein_coding
ENSG00000134200	TSHB	protein_coding	1	115572415	115576941	protein_coding
ENSG00000134198	TSPAN2	protein_coding	1	115590632	115632121	protein_coding
ENSG00000134259	NGF	protein_coding	1	115828539	115880857	protein_coding
ENSG00000173218	VANGL1	protein_coding	1	116184574	116240845	protein_coding
ENSG00000160838	LRRC71	protein_coding	1	156890442	156902886	protein_coding
ENSG00000118729	CASQ2	protein_coding	1	116242628	116311402	protein_coding
ENSG00000177551	NHLH2	protein_coding	1	116378998	116386538	protein_coding
ENSG00000053372	MRTO4	protein_coding	1	19578033	19586622	protein_coding
ENSG00000163393	SLC22A15	protein_coding	1	116519119	116612675	protein_coding
ENSG00000173212	MAB21L3	protein_coding	1	116654376	116677861	protein_coding
ENSG00000162482	AKR7A3	protein_coding	1	19609052	19615744	protein_coding
ENSG00000163399	ATP1A1	protein_coding	1	116915290	116952883	protein_coding
ENSG00000053371	AKR7A2	protein_coding	1	19630459	19638640	protein_coding
ENSG00000269279	""	protein_coding	1	116915890	116926718	protein_coding
ENSG00000132694	ARHGEF11	protein_coding	1	156904632	157015162	protein_coding
ENSG00000116815	CD58	protein_coding	1	117057157	117113661	protein_coding
ENSG00000240344	PPIL3	protein_coding	2	201735630	201754026	protein_coding
ENSG00000233050	""	protein_coding	8	11921898	11929256	protein_coding
ENSG00000105339	DENND3	protein_coding	8	142127377	142205907	protein_coding
ENSG00000102904	TSNAXIP1	protein_coding	16	67840668	67866051	protein_coding
ENSG00000132964	CDK8	protein_coding	13	26828276	26979375	protein_coding
ENSG00000006025	OSBPL7	protein_coding	17	45884738	45899200	protein_coding
ENSG00000197782	ZNF780A	protein_coding	19	40575059	40596845	protein_coding
ENSG00000006606	CCL26	protein_coding	7	75398851	75419214	protein_coding
ENSG00000155849	ELMO1	protein_coding	7	36893961	37488852	protein_coding
ENSG00000142731	PLK4	protein_coding	4	128802016	128820350	protein_coding
ENSG00000188620	HMX3	protein_coding	10	124895478	124897257	protein_coding
ENSG00000114686	MRPL3	protein_coding	3	131181056	131221827	protein_coding
ENSG00000203727	SAMD5	protein_coding	6	147830063	148058683	protein_coding
ENSG00000149313	AASDHPPT	protein_coding	11	105946228	105969437	protein_coding
ENSG00000002822	MAD1L1	protein_coding	7	1855429	2272878	protein_coding
ENSG00000188816	HMX2	protein_coding	10	124907638	124910188	protein_coding
ENSG00000015475	BID	protein_coding	22	18216906	18257536	protein_coding
ENSG00000243708	PLA2G4B	protein_coding	15	42120283	42140345	protein_coding
ENSG00000215343	ZNF705D	protein_coding	8	11961898	11973025	protein_coding
ENSG00000198589	LRBA	protein_coding	4	151185594	151936879	protein_coding
ENSG00000140563	MCTP2	protein_coding	15	94774767	95023632	protein_coding
ENSG00000025423	HSD17B6	protein_coding	12	57145945	57181574	protein_coding
ENSG00000174672	BRSK2	protein_coding	11	1411129	1483919	protein_coding
ENSG00000168066	SF1	protein_coding	11	64532078	64546258	protein_coding
ENSG00000106178	CCL24	protein_coding	7	75440983	75452674	protein_coding
ENSG00000223443	USP17L2	protein_coding	8	11994677	11996586	protein_coding
